"LN","Price","STAT","Address","AR","City","CNTY","BR","BAF","BAH","YR","ZIP","ELEM","MS","HS","LA - Agt Name","LA - Phone"
"8131997","$264,900","A","5645 Wooded Valley Way","265","Flowery Branch","Hall","3","2","1","2017","30542","Sp Springs","C W Davis","Flwry Brnc","Jamie Thompson","Phone: 678-920-3552"
"8125195","$265,000","A","5375 Medina Ter","33","Union City","Fulton","5","4","0","2016","30291","Liberty Pt","Renisance","Creekside","Stephanie D Kennedy","Phone: 6782015430ext. 101"
"8119284","$265,000","A","5045 Canyon Lake Dr","33","Atlanta","Fulton","4","2","1","1991","30349","Stonwl Tel","Sandtown","Westlake","Elena A Gist","Phone: 404-272-0812"
"8123671","$265,000","A","5762 Berkshire Trce","264","Braselton","Hall","4","3","1","2007","30517","Chsnut Mnt","C W Davis","Flwry Brnc","John C Alexander","Phone: 770-714-4065"
"8121101","$265,000","A","1074 Spruce Creek Ln","66","Lawrenceville","Gwinnett","5","3","0","1997","30045","Lovin","Mcconnell","Archer","Amanda W Sonnon",
"8114230","$265,000","A","3768 N Cooper Lake Rd","72","Smyrna","Cobb","4","2","1","1964","30082","King Spr","Griffin","Campbell","Jan L Montgomery","Phone: 678-480-8123"
"8113658","$265,000","A","1480 Clermont Ct","31","East Point","Fulton","4","3","0","2016","30344","Conley Hls","P D West","Tri Cities","Sarah M Chatel","Phone: 4047932929"
"8124771","$265,712","A","2656 Tilson Rd","52","Decatur","DeKalb","3","2","1","2017","30032-5593","R E McNair","Mcnair","Mcnair","Tamra J Wade","Phone: 6788042595"
"8119590","$267,500","A","6326 Spring Cove Dr","265","Flowery Branch","Hall","4","3","0","2015","30542","Flowery Br","Wt Hall","West Hall","Rhonda Duffy","Phone: 6783183613"
"8127058","$268,000","A","7677 Legacy Rd","265","Flowery Branch","Hall","3","2","1","2007","30542","Sp Springs","C W Davis","Flwry Brnc","Julia Padgett","Phone: 404-391-6495"
"8121162","$268,700","A","6342 Spring Lake Dr","265","Flowery Branch","Hall","5","3","0","1997","30542-6605","Flowery Br","Wt Hall","West Hall","Abernathy Cochran Group","Phone: 6784140646"
"8113901","$269,000","A","9665 Durand Rd","221","Gainesville","Forsyth","4","2","1","2008","30506-5813","Chestatee","Littl Mill","N Forsyth","Mark Spain","Phone: 7708869000"
"8124869","$269,900","A","973 Dorsey Place Ct","66","Lawrenceville","Gwinnett","5","3","0","2016","30045","Alcova","Dacula","Dacula","Matthew E Hermes","Phone: 678-775-2718"
"8125235","$269,900","A","4697 Cedar Wood Dr","64","lilburn","Gwinnett","4","2","1","1994","30047","Camp Creek","Trickum","Parkview","Rosina Lakhani","Phone: 770-363-7676"
"8126665","$270,000","A","1815 Country Crest Way","66","Dacula","Gwinnett","5","3","1","1997","30019","Harbins","Mcconnell","Archer","Rhonda Duffy","Phone: 6783183613"
"8124014","$272,516","A","2556 Livingston Ct","66","Loganville","Gwinnett","4","2","1","2016","30052","Grayson","Bay Creek","Grayson","Maurice A Conner","Phone: 6783002513"
"8122634","$274,500","A","821 Hillside Dr","261","Gainesville","Hall","3","3","0","1984","30501","Enota","Gainesvill","Gainesvl","Sonya H Carr","Phone: 770-519-3607"
"8114350","$274,570","A","3048 Level Grove Way","66","Dacula","Gwinnett","4","3","0","2016","30019","Harbins","Mcconnell","Archer","Shonda M Morgan","Phone: 6787603125"
"8122707","$275,000","A","1986 Broad St","302","Statham","Barrow","4","2","1","1912","30666","Statham","Bear Creek","Wnder Brrw","Kim Day-Davis","Phone: 6786145347"
"8121643","$275,000","A","204 Northcutt St","73","Marietta","Cobb","3","2","0","1962","30064","Burruss","Marietta","Marietta","Rhonda Duffy","Phone: 6783183613"
"8123767","$275,000","A","6605 Hampton Rock Ln","224","Cumming","Forsyth","4","3","0","2004","30041","Silver Cty","N Forsyth","N Forsyth","Rhonda Duffy","Phone: 6783183613"
"8120252","$275,000","A","3969 Briarcliff Rd","52","Atlanta","DeKalb","2","2","0","1960","30345-2647","Oak Grove","Henderson","Lakeside","Judy Brooks","Phone: 404-680-7171"
"8118261","$275,000","A","4523 Boxwood Trl","43","Ellenwood","DeKalb","4","3","1","2000","30294-6503","Cedar Grve","Cedar Grov","Cedar Grv","Maurice Dukes","Phone: 770-808-7031"
"8119244","$275,000","A","5515 Checkered Spot Dr","262","Gainesville","Hall","4","4","0","2017","30506","Lanier","Chestatee","Chestatee","Shaun Foudy","Phone: 7724187890ext. 7890"
"8125779","$275,000","A","185 A W Roberts Dr","114","Ball Ground","Cherokee","4","1","2","1900","30107","Ball Grnd","Creekland","Creekview","Carrie Halstead",
"8118294","$275,017","A","389 Serenity Pt","62","Lawrenceville","Gwinnett","4","3","0","2017","30046","Simonton","J Richards","Central","Gary Moran","Phone: 678-283-4957"
"8118310","$276,517","A","493 Briarberry Ct","62","Lawrenceville","Gwinnett","4","3","0","2017","30046","Simonton","J Richards","Central","Gary Moran","Phone: 678-283-4957"
"8120996","$277,000","A","894 Liberty Ives Dr","63","Auburn","Gwinnett","6","4","0","2003","30011","Mulberry","Dacula","Dacula","Diane Cheatham","Phone: 770-722-1417"
"8119604","$277,000","A","3986 Brookshire Pl","64","Lawrenceville","Gwinnett","4","2","1","1996","30044-4703","Knight","Trickum","Parkview","Noreen Devchard",
"8161073","$277,000","A","1168 Gateview Dr","64","Lawrenceville","Gwinnett","3","2","1","2006","30046","M W Holt","J Richards","Central","Linh T Nguyen","Phone: 404-784-1052"
"8117488","$277,575","A","1748 Hanover West Ct","63","Lawrenceville","Gwinnett","4","3","0","2017","30043","Wdwrd Ml","Twin River","Mtn View","Amp Phommahasay","Phone: 6784772453ext. 6599"
"8117845","$278,000","A","3621 Wynterset Dr","65","Snellville","Gwinnett","4","2","2","1987","30039","Norton","Snellville","S Gwinnett","Howard Young","Phone: 4042911851ext. 0"
"8122667","$279,000","A","8544 Belton Bridge Rd","262","Lula","Hall","4","3","0","2006","30554","Wauka Mnt","NHall","North Hall","Jack L Barton Jr.","Phone: 706-969-9286"
"8122719","$279,900","A","3608 Park Hill Cir","65","Loganville","Gwinnett","5","4","0","2007","30052","Freemans M","Grace Snl","S Gwinnett","Marie Crawford","Phone: 404-348-7911"
"8117298","$279,900","A","2048 Double Creek Dr","73","Powder Springs","Cobb","4","2","1","2005","30127","Dowell","Lovinggood","Hillgrove","Paul McParland","Phone: 7704011448ext. 498"
"8125763","$279,900","A","1435 Independence","222","Cumming","Forsyth","4","2","1","2004","30040","Whitlow","Otwell","Frsth Cntl","Denise M Abruscato","Phone: 6782228663ext. 0"
"8124983","$279,900","A","8550 Belton Bridge Rd","262","Lula","Hall","4","3","1","2006","30554","Wauka Mnt","NHall","North Hall","Denise B Hosemann","Phone: 770-519-6035"
"8115792","$279,900","A","230 Gaelic Way","171","Tyrone","Fayette","4","2","1","1997","30290","R J Burch","Flat Rock","Sandy Crk","Kay Fulp","Phone: 678-614-4877"
"8126941","$279,956","A","2660 Tilson Rd","52","Decatur","DeKalb","3","2","1","2017","30032","R E McNair","Mcnair","Mcnair","Tamra J Wade","Phone: 6788042595"
"8120342","$279,995","A","4229 River Rd","43","Ellenwood","DeKalb","5","5","0","2007","30294","Chapl Hill","Salem","MLK Jr","Tremayne Williams",
"8126150","$280,000","A","4004 Misty Lake Dr","43","Ellenwood","DeKalb","4","3","1","2017","30294","Cedar Grve","Cedar Grov","Cedar Grv","Petra D Tinch","Phone: 404-997-3872"
"8113826","$280,490","A","4521 Creekside Cv","33","College Park","Fulton","5","3","0","2017","30349-3958","Seabrn Lee","Camp Creek","Westlake","Tamra J Wade","Phone: 6788042595"
"8119397","$281,975","A","3111 Canyon Glen Way","66","Dacula","Gwinnett","5","4","0","2015","30019","Harbins","Mcconnell","Archer","Phillip Durr","Phone: 6782429007"
"8115637","$282,274","A","369 Madison Park Dr","65","Grayson","Gwinnett","4","3","0","2017","30017","Grayson","Bay Creek","Grayson","Tamra J Wade","Phone: 6788042595"
"8129484","$284,500","A","1192 Park Hollow Ln","63","Lawrenceville","Gwinnett","5","3","1","2015","30043-3879","Wdwrd Ml","Twin River","Mtn View","Corrine Rhodes","Phone: 770-757-0765"
"8127128","$284,900","A","6802 Potomac Pl","33","Fairburn","Fulton","6","4","1","2014","30213","Renaisance","Renisance","Lgstn Hghs","Mark Spain","Phone: 7708869000"
"8120045","$284,900","A","210 Essex Cir","171","Fayetteville","Fayette","4","2","1","1980","30215","Inman","Whitewater","Whitewater","Denise M Clements","Phone: 4044273108"
"8113943","$284,900","A","2535 Alexa Chase Cv","66","Dacula","Gwinnett","4","2","1","2014","30019","Harbins","Mcconnell","Archer","Kathy Coots","Phone: 770-654-8972"
"8120185","$284,990","A","4960 Tower View Trl","65","Snellville","Gwinnett","5","4","1","2017","30039","Andrson Lv","Shiloh","Shiloh","Bettye Marks","Phone: 770-318-6533"
"8123923","$285,000","A","2271 Hickory Grove Rd","75","Acworth","Cobb","3","2","0","1973","30101-3636","McCall","Barber","North Cobb","Bobbie Jo Everidge","Phone: 770-366-3719"
"8125452","$285,050","A","6405 Blue Herron Dr","265","Flowery Branch","Hall","4","2","1","2016","30542","Flowery Br","Wt Hall","West Hall","Andrew Drooker","Phone: 6787567536"
"8123718","$285,139","A","5766 Rivermoore Dr","264","Braselton","Hall","4","2","1","2017","30517","Chsnut Mnt","C W Davis","Flwry Brnc","Kenneth Giles","Phone: 678-614-0200"
"8123825","$285,515","A","5754 Rivermoore Dr","264","Braselton","Hall","4","3","0","2017","30517","Chsnut Mnt","C W Davis","Flwry Brnc","Kenneth Giles","Phone: 678-614-0200"
"8114313","$286,000","A","2655 Dolostone Way","66","Dacula","Gwinnett","5","3","0","1996","30019-7666","Harbins","Mcconnell","Archer","Valerie Howard","Phone: 770-318-8165"
"8119576","$286,990","A","4832 Tower View Dr","65","Snellville","Gwinnett","5","4","1","2017","30039","Andrson Lv","Shiloh","Shiloh","Bettye Marks","Phone: 770-318-6533"
"8120699","$286,990","A","5469 Stone Cutter Dr","43","Lithonia","DeKalb","4","2","1","2016","30038","Flat Rock","Salem","MLK Jr","Yvonne Triplett","Phone: 7707896117"
"8156796","$287,400","A","5913 Deer Chase","265","Hoschton","Hall","4","2","1","2005","30548","Sp Springs","C W Davis","Flwry Brnc","Steven A Ballew","Phone: 770-823-7741ext. 322"
"8114718","$288,900","A","3743 Lake Enclave Way","33","Atlanta","Fulton","4","4","0","2009","30349","Wolf Creek","Sandtown","Westlake","Mark LaGrande","Phone: 770-774-4443"
"8119626","$289,000","A","210 Spearfish","111","Canton","Cherokee","4","3","0","2007","30114","Clayton","Teasley","Cherokee","Lisa M Newton","Phone: 404-723-4112"
"8115893","$289,000","A","448 Glen Creek Way","62","Sugar Hill","Gwinnett","4","2","1","2002","30518","Roberts","N Gwinnett","N Gwinnett","Sheila Young","Phone: 404-915-5373"
"8118509","$289,104","A","3472 Parkside View Blvd","66","Dacula","Gwinnett","4","3","0","2016","30019","Harbins","Mcconnell","Archer","Martini Johnson","Phone: 4049068906"
"8119817","$289,500","A","5404 Stone Cove Dr","33","Atlanta","Fulton","5","3","0","2007","30331-8927","Randolph","Sandtown","Westlake","Kim Holt","Phone: 4043880569ext. 0"
"8115675","$289,900","A","1949 Bonner St","52","Decatur","DeKalb","3","3","0","2004","30032-4106","Toney","Columbia","Columbia","Mark Spain","Phone: 7708869000"
"8116288","$289,900","A","2434 Barrett Preserve Court","74","Marietta","Cobb","2","2","1","2016","30064-1807","Chtham Hil","Pine Mnt","Knnsaw Mtn","Shawn M Delaney","Phone: 770-378-7994"
"8125198","$289,900","A","1276 Clear Stream Ridge","63","Auburn","Gwinnett","4","3","0","2014","30011","Mulberry","Dacula","Dacula","Darryl Pierce","Phone: 404-843-2500"
"8125370","$289,900","A","13592 Hughes Xing","161","Hampton","Clayton","4","3","0","2001","30228-2289","Rivers Edg","E W Acad","Lovejoy","Bruce Calhoun","Phone: 678-858-0569"
"8113928","$289,900","A","4640 Plainsman Cir","223","Cumming","Forsyth","4","2","1","2006","30028-3455","Silver Cty","N Forsyth","N Forsyth","Garry Cooke","Phone: 770-639-1589"
"8122548","$290,900","A","3219 Moon Stone Ln","65","Snellville","Gwinnett","5","4","1","2008","30039","Partee","Shiloh","Shiloh","Brad McCance","Phone: 6784094665ext. 0"
"8123675","$291,099","A","5944 Park Bend Ave","264","Braselton","Hall","5","3","0","2017","30517","Chsnut Mnt","C W Davis","Flwry Brnc","Kenneth Giles","Phone: 678-614-0200"
"8119577","$291,990","A","4940 Tower View Trl","65","Snellville","Gwinnett","5","4","1","2017","30039","Andrson Lv","Shiloh","Shiloh","Bettye Marks","Phone: 770-318-6533"
"8115418","$293,900","A","5755 Windchase Dr","62","Buford","Gwinnett","7","3","1","1993","30518","White Oak","Lanier","Lanier","Zareh Najarian",
"8127818","$294,900","A","2209 Mountain Creek Dr","41","Smoke Rise","DeKalb","4","3","0","1971","30087-1028","Smoke Rise","Tucker","Tucker","Sally English","Phone: 4042292995ext. 0"
"8122524","$295,000","A","227 Glenwood Dr","113","Canton","Cherokee","4","2","1","2006","30115","Indian Kn","Dean Rusk","Sequoyah","Janice Overbeck","Phone: 404-585-8881"
"8113916","$295,000","A","16195 Birmingham Hwy","13","Milton","Fulton","3","2","0","1960","30004","Birm Falls","Northwstrn","Milton","Carlos Hernandez","Phone: 7703677534ext. 5840"
"8125776","$295,647","A","110 NW Brightfield Dr","64","Loganville","Gwinnett","5","4","0","2017","30052","Trip","Bay Creek","Grayson","Gina Moore","Phone: 678-758-6248"
"8122296","$296,500","A","3013 Westray Ct","74","Marietta","Cobb","4","3","0","2001","30064","Due West","McClure","Harrison","Jerome Smith","Phone: 6786311788"
"8126410","$297,500","A","676 Maple Grove Way","75","Marietta","Cobb","5","3","0","2006","30066","Sawyer Rd","Marietta","Marietta","Leslie Spennato","Phone: 678-445-2859"
"8125977","$298,500","A","100 Perry Creek Dr","171","Fayetteville","Fayette","4","3","1","1999","30215","S H Minter","Whitewater","Whitewater","Erica Burton","Phone: 404-643-9211"
"8120349","$299,000","A","2650 Buford Dam Rd","62","buford","Gwinnett","5","4","1","1991","30518","Buford","Buford","Buford","Joyce Jones","Phone: 770-560-4356"
"8116136","$299,000","A","183 Clark Rd","171","Fayetteville","Fayette","4","4","0","1996","30215","Inman","Whitewater","Whitewater","Cheryl Pressler","Phone: 404-934-1473"
"8115233","$299,176","A","903 Habersham Ct","113","Woodstock","Cherokee","4","3","0","2016","30188","Woodstock","Woodstock","Woodstock","Kristina E Prochnow","Phone: 6786684887ext. 1377"
"8123118","$299,585","A","2531 Livingston Ct","66","Loganville","Gwinnett","5","3","1","2016","30052","Grayson","Bay Creek","Grayson","Tracey Winters","Phone: 704-968-9590"
"8122552","$299,900","A","3209 Moon Stone Ln","65","Snellville","Gwinnett","5","4","1","2008","30039","Partee","Shiloh","Shiloh","Brad McCance","Phone: 6784094665ext. 0"
"8116286","$299,900","A","2422 Barrett Preserve Court","74","Marietta","Cobb","4","2","1","2017","30064-1809","Chtham Hil","Pine Mnt","Knnsaw Mtn","Shawn M Delaney","Phone: 770-378-7994"
"8119733","$299,900","A","3030 Park Ln","51","Chamblee","DeKalb","2","1","1","1984","30341","Ashford Pk","Chamblee","Chamblee","Eric J Mangum","Phone: 404-580-0167"
"8119504","$299,900","A","610 Lorimore Pass","113","Canton","Cherokee","4","3","1","2012","30115","Indian Kn","Dean Rusk","Sequoyah","Jeannette Carter","Phone: 770-634-9266"
"8131082","$299,900","A","68 Lannon Ave","41","Atlanta","DeKalb","3","2","0","1947","30317","Toomer","King","MH Jksn Jr","Suzanne Bryant","Phone: 6786142427"
"8135959","$300,000","A","5195 Rialto Way","223","Cumming","Forsyth","5","4","0","2015","30041","Coal Mtn","N Forsyth","N Forsyth","Stacy Allen","Phone: 770-367-9659"
"8125974","$300,405","A","3596 Heritage Ests","43","Lithonia","DeKalb","5","3","0","2017","30038","Murphy Can","Lithonia","Lithonia","Daryl A Wheeler","Phone: 770-722-5068ext. 6236"
"8121086","$303,000","A","3463 Crown Dr","262","Gainesville","Hall","7","3","0","2003","30506","Sardis","Chestatee","Chestatee","Susan H Ayers","Phone: 678-344-1600"
"8121122","$304,900","A","1200 Oriole Dr","31","Atlanta","Fulton","4","3","0","2017","30311","Beecher Hl","Young","Mays","Ingrid Miles","Phone: 4045978087"
"8121684","$304,900","A","1205 Oriole","31","Atlanta","Fulton","4","2","0","2017","30311","Beecher Hl","Young","Mays","Ingrid Miles","Phone: 4045978087"
"8119287","$306,123","A","6410 Country Lake Rd","224","Cumming","Forsyth","4","2","1","2017","30041","Silver Cty","N Forsyth","N Forsyth","Ricson De Chavez",
"8125684","$309,000","A","5816 Sweetbottom Ln","262","Clermont","Hall","3","2","1","1996","30527","Wauka Mnt","NHall","North Hall","Debra Orr","Phone: 770-294-0524"
"8126967","$309,000","A","5203 Hampton Mill Dr","265","Flowery Branch","Hall","4","3","1","2001","30542","Chsnut Mnt","C W Davis","Flwry Brnc","Amy Sutherland","Phone: 678-936-9464"
"8127932","$309,900","A","90 Club Dr","261","Gainesville","Hall","4","3","0","1987","30506","Centennial","Gainesvill","Gainesvl","Robin Vekselman","Phone: 7703660662"
"8118205","$309,900","A","3392 Sean Way","64","Lawrenceville","Gwinnett","4","3","1","1984","30044","Gwin Oaks","Five Forks","Brookwood","Hank Bailey","Phone: 706-621-1895"
"8116095","$309,900","A","6718 Birch Bark Way","265","Flowery Branch","Hall","4","3","0","2016","30542","Sp Springs","C W Davis","Flwry Brnc","Cook RES Team","Phone: 7705406268"
"8116440","$310,000","A","1080 Windsor Place Cir","65","Grayson","Gwinnett","3","2","1","2002","30017","Grayson","Bay Creek","Grayson","Roberta Wilber","Phone: 770-596-7423"
"8128759","$310,000","A","1247 Glen Devon Pl","73","Powder Springs","Cobb","4","3","0","2004","30127","Still","Lovinggood","Hillgrove","Veronica Okonkwo","Phone: 770-633-2977"
"8119307","$310,160","A","219 Walnut Ridge Rd","111","Holly Springs","Cherokee","4","3","1","2017","30115","Hickory Fl","Dean Rusk","Sequoyah","Mark Spain","Phone: 7708869000"
"8126798","$312,000","A","130 Crimson Ridge","171","tyrone","Fayette","5","2","1","1988","30290","Crabapple","Flat Rock","Sandy Crk","Robin K Hullemeyer","Phone: 7703187313"
"8117742","$313,500","A","4320 Evans Farms Dr","222","Cumming","Forsyth","4","2","1","2005","30040","Sawnee","Liberty","W. Forsyth","Reese Freyer","Phone: 877-522-5577"
"8123607","$314,900","A","697 Foxcliff Ct","72","Smyrna","Cobb","4","3","2","1972","30082","King Spr","Griffin","Campbell","Torrence Ford","Phone: 6786135211"
"8118076","$315,000","A","1703 Sweet Branch Trl","66","Grayson","Gwinnett","5","3","0","2003","30017","Starling","Couch","Grayson","Ingle Garrett","Phone: 6787941562"
"8116879","$315,000","A","5325 Rosewood Pl","33","Fairburn","Fulton","5","4","1","2008","30213-3021","Renaisance","Renisance","Lgstn Hghs","Kimberly Sherrod","Phone: 770-876-9713"
"8119580","$315,000","A","337 Old Arch","33","Fairburn","Fulton","6","5","0","2008","30213","Renaisance","Renisance","Lgstn Hghs","Machelle Roland-Moody","Phone: 7706887752"
